# Table created by editing the following input table: output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv
# Used command:  dependencies/edit_table_basic.py -v -i output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv --column_names_are_in first_data_line --row_names_are_in_column ASV -o output/ASV_taxonomic_assignments/prokaryotic_ASVs.tsv --processing_order f --omit_rows_by_data 'taxonomy:*\;Chloroplast*,*\;Mitochondria*,Unassigned' --include_comments_in_output --save_output_row_names_under_column ASV --save_output_column_names_in last_comment_line
# Generated on: 2025.12.23 10:10:00
#
# ASV	taxonomy
ASV.33382	Bacteria;Pseudomonadota;Gammaproteobacteria;R7C24;Incertae Sedis;Incertae Sedis;metagenome
ASV.33383	Bacteria;Acidobacteriota
ASV.33384	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.33385	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33386	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales
ASV.33387	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33388	Bacteria;Actinomycetota;Thermoleophilia
ASV.33389	Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;uncultured bacterium
ASV.3339	Bacteria;Bacillota;Clostridia;Clostridia UCG-014;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33390	Bacteria;Actinomycetota;Thermoleophilia
ASV.33391	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33392	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.33393	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales
ASV.33394	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;uncultured bacterium
ASV.33395	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales
ASV.33396	Bacteria
ASV.33397	Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;Incertae Sedis
ASV.33398	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33399	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured bacterium
ASV.334	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfonatronovibrionaceae;Desulfonatronovibrio;Desulfonatronovibrio thiodismutans
ASV.3340	Bacteria;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae
ASV.33400	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured Bacteroidetes bacterium
ASV.33401	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33402	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae
ASV.33403	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33404	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured Bacteroidetes bacterium
ASV.33405	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.33406	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33407	Bacteria
ASV.33408	Bacteria;Actinomycetota;Actinobacteria
ASV.33409	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella
ASV.3341	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae
ASV.33410	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae
ASV.33411	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33412	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33413	Bacteria;Acidobacteriota
ASV.33414	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis
ASV.33415	Bacteria;Acidobacteriota;Blastocatellia;11-24;Incertae Sedis;Incertae Sedis;uncultured proteobacterium
ASV.33416	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.33417	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33418	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33419	Bacteria
ASV.3342	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.33420	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Rhodoplanes;metagenome
ASV.33421	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.33422	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis
ASV.33423	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;67-14;Incertae Sedis
ASV.33424	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geotalea
ASV.33425	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.33426	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33427	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33428	Bacteria;Actinomycetota;Actinobacteria
ASV.33429	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV.3343	Bacteria;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus
ASV.33430	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33431	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33432	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33433	Bacteria;Bacillota;Negativicutes
ASV.33434	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.33435	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33436	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
ASV.33437	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Mesorhizobium;Mesorhizobium albiziae
ASV.33438	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Koribacteraceae;Candidatus Koribacter;uncultured Acidobacteria bacterium
ASV.33439	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Dyadobacter;Dyadobacter sp. 32
ASV.3344	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium lotistagni
ASV.33440	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33441	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;uncultured bacterium
ASV.33442	Bacteria;Bacillota;Clostridia;Oscillospirales
ASV.33443	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
ASV.33444	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33445	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Incertae Sedis;uncultured Clostridiales bacterium
ASV.33446	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33447	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33448	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
ASV.33449	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis;uncultured Desulfovirga sp.
ASV.3345	Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium
ASV.33450	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas
ASV.33451	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured bacterium
ASV.33452	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33453	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;uncultured bacterium
ASV.33454	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.33455	Bacteria
ASV.33456	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.33457	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33458	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;uncultured bacterium
ASV.33459	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Fuscovulum;uncultured bacterium
ASV.3346	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33460	Bacteria;Myxococcota;Polyangiia;Polyangiales;BIrii41;Incertae Sedis;uncultured bacterium
ASV.33461	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured bacterium
ASV.33462	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured bacterium
ASV.33463	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33464	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis;metagenome
ASV.33465	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus;Paracoccus halophilus
ASV.33466	Bacteria
ASV.33467	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;uncultured bacterium
ASV.33468	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
ASV.33469	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.3347	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.33470	Bacteria
ASV.33471	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33472	Bacteria;Bacillota;Clostridia
ASV.33473	Bacteria;Actinomycetota;Actinobacteria;Micrococcales
ASV.33474	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.33475	Bacteria;Bacillota;Bacilli
ASV.33476	Bacteria;Bacillota;Bacilli
ASV.33477	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33478	Bacteria
ASV.33479	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae
ASV.3348	Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium
ASV.33480	Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;uncultured bacterium
ASV.33481	Bacteria
ASV.33482	Bacteria
ASV.33483	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Spirosoma
ASV.33484	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium
ASV.33485	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.33486	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33487	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax
ASV.33488	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.33489	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae
ASV.3349	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;uncultured bacterium
ASV.33490	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33491	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33492	Bacteria
ASV.33493	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis
ASV.33494	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33495	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33496	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia;uncultured bacterium
ASV.33497	Bacteria;Actinomycetota;Actinobacteria;Micrococcales
ASV.33498	Bacteria
ASV.33499	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.335	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;Incertae Sedis;uncultured Verrucomicrobia bacterium
ASV.3350	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
ASV.33500	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis;uncultured bacterium
ASV.33501	Bacteria
ASV.33502	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33504	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.33505	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33506	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Incertae Sedis
ASV.33508	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33509	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.3351	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia
ASV.33510	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33511	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.33512	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33513	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33514	Bacteria;Actinomycetota;Actinobacteria
ASV.33515	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Incertae Sedis;metagenome
ASV.33516	Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;Incertae Sedis
ASV.33517	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33518	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33519	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.3352	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured bacterium
ASV.33520	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium sp. WB2.1-36
ASV.33521	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.33522	Bacteria
ASV.33523	Bacteria
ASV.33524	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae
ASV.33525	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.33526	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.33527	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Beijerinckia sp.
ASV.33528	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae Sedis;uncultured bacterium
ASV.33529	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.3353	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;uncultured bacterium
ASV.33530	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.33531	Bacteria
ASV.33532	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales
ASV.33533	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
ASV.33534	Bacteria;Bacillota
ASV.33535	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.33536	Bacteria;Pseudomonadota;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;uncultured soil bacterium
ASV.33537	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33538	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.33539	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.3354	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella
ASV.33540	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae
ASV.33541	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33542	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
ASV.33543	Bacteria;Actinomycetota;Actinobacteria
ASV.33544	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae
ASV.33545	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33546	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33547	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;Aquincola sp.
ASV.33548	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae
ASV.33549	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Hamadaea
ASV.3355	Bacteria;Candidatus Kapabacteria;Kapabacteria;Kapabacteriales;Incertae Sedis;Incertae Sedis;uncultured Bacteroidetes/Chlorobi group bacterium
ASV.33550	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33551	Bacteria;Actinomycetota;Actinobacteria
ASV.33552	Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup 17;Incertae Sedis;Incertae Sedis;uncultured Acidobacteriales bacterium
ASV.33553	Bacteria
ASV.33554	Bacteria;Pseudomonadota
ASV.33555	Bacteria;Pseudomonadota
ASV.33556	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae
ASV.33557	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;uncultured bacterium
ASV.33558	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;Leptothrix discophora
ASV.33559	Bacteria;Actinomycetota;Thermoleophilia
ASV.3356	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;uncultured bacterium
ASV.33560	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33561	Bacteria;Bacillota;Clostridia;Oscillospirales
ASV.33562	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33563	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33564	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae
ASV.33565	Bacteria
ASV.33566	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33567	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33568	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;uncultured bacterium
ASV.33569	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;uncultured bacterium
ASV.3357	Bacteria;Candidatus Kapabacteria;Kapabacteria;Kapabacteriales;Incertae Sedis;Incertae Sedis
ASV.33570	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33571	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.33572	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae
ASV.33573	Bacteria
ASV.33574	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis;uncultured bacterium
ASV.33575	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;uncultured bacterium
ASV.33576	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33577	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33578	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33579	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.3358	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium;uncultured bacterium
ASV.33580	Bacteria;Bacillota;Negativicutes
ASV.33581	Bacteria;Actinomycetota;Acidimicrobiia
ASV.33582	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Amaricoccus;metagenome
ASV.33583	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae
ASV.33584	Bacteria
ASV.33585	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae
ASV.33586	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33587	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas
ASV.33588	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.33589	Bacteria;Actinomycetota;Acidimicrobiia;Actinomarinales;Incertae Sedis;Incertae Sedis
ASV.3359	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Candidatus Chloroploca;uncultured Chloroflexi bacterium
ASV.33590	Bacteria;Actinomycetota;Thermoleophilia;Gaiellales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.33591	Bacteria;Bacillota;Clostridia
ASV.33592	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales
ASV.33593	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae
ASV.33594	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;uncultured bacterium
ASV.33595	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33596	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;unidentified
ASV.33597	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.33598	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33599	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
ASV.336	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Thioglobaceae;SUP05 cluster
ASV.3360	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas;uncultured bacterium
ASV.33600	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33601	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae
ASV.33602	Bacteria;Bacillota;Clostridia
ASV.33603	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
ASV.33604	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.33605	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis
ASV.33606	Bacteria;Actinomycetota;Actinobacteria;Micrococcales
ASV.33607	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus
ASV.33608	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33609	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae
ASV.3361	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Paludibaculum;uncultured bacterium
ASV.33610	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis;uncultured bacterium
ASV.33611	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;uncultured Oxalobacteraceae bacterium
ASV.33612	Bacteria
ASV.33613	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.33614	Bacteria;Bacillota;Clostridia
ASV.33615	Bacteria;Actinomycetota;Actinobacteria
ASV.33616	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;uncultured bacterium
ASV.33617	Bacteria;Bacillota;Bacilli;Bacillales
ASV.33618	Bacteria;Chloroflexota;Anaerolineae;SJA-15;Incertae Sedis;Incertae Sedis
ASV.33619	Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
ASV.3362	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Gloeocapsaceae;Gloeocapsa
ASV.33620	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.33621	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33622	Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;uncultured bacterium
ASV.33623	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae
ASV.33624	Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae
ASV.33625	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.33626	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales
ASV.33627	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter;uncultured bacterium
ASV.33628	Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae
ASV.33629	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.3363	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.33630	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
